誉める/ほめる+言葉/ことば 連用形名詞化
問い合わせる/といあわせる+フォーム/ふぉーむ 連用形名詞化
鋳る/いる+鉄材/てつざい 連用形名詞化
干る/ひる+序/じょ 連用形名詞化
射る/いる+鼎 連用形名詞化
気に入る/きにいる+スポット/すぽっと 連用形名詞化
割り込む/わりこむ+ベクタ 連用形名詞化
居残る/いのこる+佐平治 連用形名詞化
得る/える+門徒/もんと 連用形名詞化
縛る/しばる+コギャル 連用形名詞化
推す/おす+メン 連用形名詞化
取る/とる+沙汰/さた 連用形名詞化
勝つ/かつ+組/くみ 連用形名詞化
匂う/におう+篠宮 連用形名詞化
射る/いる+θ 連用形名詞化
祭る/まつる+０６０８ 連用形名詞化
巻く/まく+鮨/すし 連用形名詞化
買い戻す/かいもどす+一巡/いちじゅん 連用形名詞化
巻き上げる/まきあげる+ノブ 連用形名詞化
掻く/かく+唾/つば 連用形名詞化
頑張れる/がんばれる+タブチ 連用形名詞化
下ろす/おろす+ショウガ/しょうが 連用形名詞化
溶かす/とかす+バター/ばたー 連用形名詞化
射る/いる+砲 連用形名詞化
流す/ながす+索麺/そうめん 連用形名詞化
恨む/うらむ+辛味/からみ 連用形名詞化
朽ちる/くちる+ゅ 連用形名詞化
冷ます/さます+テレビ/てれび 連用形名詞化
渋る/しぶる+不動産/ふどうさん 連用形名詞化
替える/かえる+インクキット 連用形名詞化
射る/いる+襪 連用形名詞化
換える/かえる+ＤＮＡ/でぃーえぬえい 連用形名詞化
併せる/あわせる+置 連用形名詞化
下ろす/おろす+大蒜/にんにく 連用形名詞化
負う/おう+損保/そんぽ 連用形名詞化
漉す/こす+息吹/いぶき 連用形名詞化
代わる/かわる+判こ/はんこ 連用形名詞化
期す/きす+免/めん 連用形名詞化
銜える/くわえる+ザーメン 連用形名詞化
干る/ひる+っ 連用形名詞化
振れる/ふれる+愛/あい 連用形名詞化
負う/おう+始祖/しそ 連用形名詞化
懸ける/かける+セーラー/せーらー 連用形名詞化
会う/あう+盆/ぼん 連用形名詞化
責める/せめる+口 連用形名詞化
厭う/いとう+うの 連用形名詞化
覆う/おおう+韻/いん 連用形名詞化
すげる/すげる+独楽/こま 連用形名詞化
折り畳む/おりたたむ+シンクボード 連用形名詞化
焼く/やく+菓子/かし 連用形名詞化
射る/いる+裏/うら 連用形名詞化
割り込む/わりこむ+ベクタテーブル 連用形名詞化
触る/さわる+心地/ここち 連用形名詞化
駆け込む/かけこむ+乗車/じょうしゃ 連用形名詞化
萌え出る/もえでる+蔓/つる 連用形名詞化
はぐれる/はぐれる+オチュー 連用形名詞化
差し戻す/さしもどす+審/しん 連用形名詞化
焦げる/こげる+茶/ちゃ 連用形名詞化
焼ける/やける+石/いし 連用形名詞化
